category,question,answer,difficulty,grade_level,source,keyword_tag
Biology,What is a zygote?,A zygote is the cell formed by the fusion of a sperm and an egg during fertilization.,Basic,Class 10,NCERT,Zygote(variant B)
Biology,What is germination?,Germination is the process by which a seed sprouts and begins to grow into a plant.,Basic,Class 7,NCERT,Germination(variant B)
Biology,What is pollination?,Pollination is the transfer of pollen from the male part to the female part of a flower.,Basic,Class 10,NCERT,Pollination(variant B)
Biology,What is fertilization in plants?,Fertilization in plants is the fusion of the male gamete (pollen) with the female gamete (ovule).,Basic,Class 10,NCERT,Plant fertilization(variant B)
Biology,What is the function of roots?,Roots anchor the plant absorb water and minerals from soil and store food.,Basic,Class 7,NCERT,Roots function(variant B)
Biology,What is the function of leaves?,Leaves carry out photosynthesis transpiration and gas exchange.,Basic,Class 7,NCERT,Leaves function(variant B)
Biology,What is the xylem?,Xylem is the vascular tissue that transports water and dissolved minerals from roots to leaves.,Intermediate,Class 10,NCERT,Xylem(variant B)
Biology,What is the phloem?,Phloem is the vascular tissue that transports food (sugars) from leaves to other parts of the plant.,Intermediate,Class 10,NCERT,Phloem(variant B)
Biology,What are the five kingdoms of life?,The five kingdoms are Monera Protista Fungi Plantae and Animalia.,Basic,Class 9,NCERT,Five kingdoms(variant B)
Biology,What is taxonomy?,Taxonomy is the science of classifying and naming organisms.,Basic,Class 11,NCERT,Taxonomy(variant B)
Biology,Who is the father of taxonomy?,Carl Linnaeus is the father of modern taxonomy.,Basic,Class 11,General,Linnaeus(variant B)
Biology,What is binomial nomenclature?,Binomial nomenclature is the system of giving each organism a two-part scientific name (genus and species).,Intermediate,Class 11,NCERT,Binomial nomenclature(variant B)
Biology,What is the scientific name of humans?,The scientific name of humans is Homo sapiens.,Basic,Class 11,General,Human scientific name(variant B)
Biology,What is the scientific name of the house cat?,The scientific name of the house cat is Felis catus.,Basic,General,General,Cat scientific name(variant B)
Biology,What is symbiosis?,Symbiosis is a close and long-term interaction between two different species.,Intermediate,Class 12,NCERT,Symbiosis(variant B)
Biology,What is mutualism?,Mutualism is a symbiotic relationship where both species benefit.,Intermediate,Class 12,NCERT,Mutualism(variant B)
Biology,What is parasitism?,Parasitism is a relationship where one organism benefits at the expense of the other.,Basic,Class 12,NCERT,Parasitism(variant B)
Biology,What is commensalism?,Commensalism is a relationship where one organism benefits and the other is unaffected.,Intermediate,Class 12,NCERT,Commensalism(variant B)
Physics,What is Newton's first law of motion?,An object at rest stays at rest and an object in motion stays in motion unless acted upon by an external force.,Basic,Class 9,NCERT,Law of Inertia(variant C)
Physics,What is Newton's second law of motion?,Force equals mass times acceleration (F = ma).,Basic,Class 9,NCERT,F=ma(variant C)
Physics,What is Newton's third law of motion?,For every action there is an equal and opposite reaction.,Basic,Class 9,NCERT,Action-Reaction(variant C)
Physics,What is the speed of light?,The speed of light in vacuum is approximately 3 x 10^8 meters per second.,Basic,Class 10,NCERT,Speed of light(variant C)
Physics,What is the unit of force?,The unit of force is Newton (N).,Basic,Class 9,NCERT,Force unit(variant C)
Physics,What is the unit of pressure?,The unit of pressure is Pascal (Pa).,Basic,Class 9,NCERT,Pressure unit(variant C)
Physics,What is Ohm's law?,Voltage equals current times resistance (V = IR).,Basic,Class 10,NCERT,V=IR(variant C)
Physics,What is the unit of electric current?,The unit of electric current is Ampere (A).,Basic,Class 10,NCERT,Current unit(variant C)
Physics,What is the unit of resistance?,The unit of resistance is Ohm.,Basic,Class 10,NCERT,Resistance unit(variant C)
Physics,What is the unit of power?,The unit of power is Watt (W).,Basic,Class 10,NCERT,Power unit(variant C)
Physics,What is the unit of energy?,The unit of energy is Joule (J).,Basic,Class 9,NCERT,Energy unit(variant C)
Physics,What is kinetic energy?,Kinetic energy is the energy possessed by an object due to its motion. KE = 1/2 mv^2.,Intermediate,Class 9,NCERT,KE formula(variant C)
Physics,What is potential energy?,Potential energy is the energy stored in an object due to its position or state. PE = mgh.,Intermediate,Class 9,NCERT,PE formula(variant C)
Physics,What is the law of conservation of energy?,Energy can neither be created nor destroyed; it can only be converted from one form to another.,Basic,Class 9,NCERT,Energy conservation(variant C)
Physics,What is gravity?,Gravity is the force of attraction between two objects having mass. On Earth it is 9.8 m/s^2.,Basic,Class 9,NCERT,Gravity(variant C)
Physics,Who discovered gravity?,Sir Isaac Newton discovered gravity when he observed an apple falling from a tree.,Basic,Class 9,NCERT,Newton gravity(variant C)
Physics,What is the unit of frequency?,The unit of frequency is Hertz (Hz).,Basic,Class 10,NCERT,Frequency unit(variant C)
Physics,What is sound?,Sound is a form of energy that travels as a longitudinal wave through a medium.,Basic,Class 9,NCERT,Sound wave(variant C)
Physics,What is the speed of sound in air?,The speed of sound in air at room temperature is approximately 343 meters per second.,Intermediate,Class 9,NCERT,Sound speed(variant C)
Physics,What is reflection of light?,Reflection is the bouncing back of light when it hits a surface.,Basic,Class 10,NCERT,Light reflection(variant C)
Physics,What is refraction of light?,Refraction is the bending of light when it passes from one medium to another.,Basic,Class 10,NCERT,Light refraction(variant C)
Physics,What is a convex lens?,A convex lens is thicker in the middle and converges light rays to a focal point.,Basic,Class 10,NCERT,Convex lens(variant C)
Physics,What is a concave lens?,A concave lens is thinner in the middle and diverges light rays.,Basic,Class 10,NCERT,Concave lens(variant C)
Physics,What is total internal reflection?,When light hits a boundary at an angle greater than the critical angle it is completely reflected back.,Intermediate,Class 10,NCERT,TIR(variant C)
Physics,What is the electromagnetic spectrum?,It is the range of all types of electromagnetic radiation from gamma rays to radio waves.,Intermediate,Class 10,NCERT,EM spectrum(variant C)
Physics,What are the colours of the rainbow?,"Violet, Indigo, Blue, Green, Yellow, Orange, Red (VIBGYOR).",Basic,Class 10,NCERT,VIBGYOR(variant C)
Physics,What is the principle of a transformer?,A transformer works on the principle of electromagnetic induction.,Intermediate,Class 10,NCERT,Transformer(variant C)
Physics,What is the difference between AC and DC?,AC (alternating current) changes direction periodically while DC (direct current) flows in one direction.,Basic,Class 10,NCERT,AC DC(variant C)
Physics,What is nuclear fission?,Nuclear fission is the splitting of a heavy nucleus into smaller nuclei releasing large amounts of energy.,Advanced,Class 12,NCERT,Fission(variant C)
Physics,What is nuclear fusion?,Nuclear fusion is the combining of two light nuclei to form a heavier nucleus releasing energy.,Advanced,Class 12,NCERT,Fusion(variant C)
Physics,What is radioactivity?,Radioactivity is the spontaneous emission of radiation from the nucleus of an unstable atom.,Intermediate,Class 12,NCERT,Radioactivity(variant C)
Physics,What is half-life?,Half-life is the time required for half of the radioactive atoms in a sample to decay.,Intermediate,Class 12,NCERT,Half-life(variant C)
Physics,What is Archimedes principle?,A body immersed in a fluid experiences an upward buoyant force equal to the weight of fluid displaced.,Basic,Class 9,NCERT,Archimedes(variant C)
Physics,What is Pascal's law?,Pressure applied to a confined fluid is transmitted equally in all directions.,Intermediate,Class 10,NCERT,Pascal law(variant C)
Physics,What is Bernoulli's principle?,As the speed of a fluid increases its pressure decreases.,Advanced,Class 11,NCERT,Bernoulli(variant C)
Physics,What is the Doppler effect?,The change in frequency of a wave as the source and observer move relative to each other.,Intermediate,Class 11,NCERT,Doppler(variant C)
Physics,What is specific heat capacity?,The amount of heat required to raise the temperature of 1 kg of a substance by 1 degree Celsius.,Intermediate,Class 11,NCERT,Specific heat(variant C)
Physics,What is latent heat?,The heat absorbed or released by a substance during a phase change without change in temperature.,Intermediate,Class 11,NCERT,Latent heat(variant C)
Physics,What is simple harmonic motion?,A type of periodic motion where the restoring force is proportional to displacement.,Advanced,Class 11,NCERT,SHM(variant C)
Physics,What is resonance?,Resonance occurs when a system vibrates at its natural frequency due to an external periodic force.,Advanced,Class 11,NCERT,Resonance(variant C)
Physics,What is Boyle's law?,At constant temperature the pressure of a gas is inversely proportional to its volume.,Intermediate,Class 11,NCERT,Boyle's law(variant C)
Physics,What is Charles's law?,At constant pressure the volume of a gas is directly proportional to its absolute temperature.,Intermediate,Class 11,NCERT,Charles law(variant C)
Physics,What is the photoelectric effect?,The emission of electrons from a metal surface when light of sufficient frequency falls on it.,Advanced,Class 12,NCERT,Photoelectric(variant C)
Physics,Who proposed the photoelectric effect theory?,Albert Einstein explained the photoelectric effect using the concept of photons in 1905.,Advanced,Class 12,NCERT,Einstein photon(variant C)
Physics,What is a photon?,A photon is a particle of light carrying energy E = hf where h is Planck's constant and f is frequency.,Advanced,Class 12,NCERT,Photon(variant C)
Physics,What is Planck's constant?,Planck's constant h = 6.626 x 10^-34 Joule-seconds.,Advanced,Class 12,NCERT,Planck constant(variant C)
Physics,What is the work function?,The minimum energy required to remove an electron from the surface of a metal.,Advanced,Class 12,NCERT,Work function(variant C)
Physics,What is de Broglie wavelength?,Every moving particle has an associated wavelength given by lambda = h/mv.,Advanced,Class 12,NCERT,de Broglie(variant C)
Physics,What is Heisenberg uncertainty principle?,It is impossible to simultaneously know both the exact position and momentum of a particle.,Advanced,Class 12,NCERT,Uncertainty principle(variant C)
Physics,What is superconductivity?,The phenomenon where certain materials conduct electricity with zero resistance at very low temperatures.,Advanced,Class 12,General,Superconductivity(variant C)
