s_no,category,question,answer,difficulty,grade_level,source,keyword_tag
1811,Mathematics,What is 77 multiplied by 52?,4004,Basic,Class 6,Nepal Curriculum,Multiplication
1812,Mathematics,What is the area of a rectangle with length 7 cm and width 8 cm?,56 cm²,Advanced,Class 7,NCERT,Mensuration
1813,Mathematics,Find the simple interest on Rs. 1000 at 5% per annum for 2 years.,Rs. 100,Advanced,Class 8,CBSE,Commercial Mathematics
1814,Mathematics,What is the HCF of 12 and 18?,6,Basic,Class 11,Nepal Curriculum,HCF and LCM
1815,Mathematics,What is the value of π approximately to two decimal places?,3.14,Medium,Class 9,CDC Nepal,Circles
1816,Mathematics,What is the formula for the volume of a cylinder?,πr²h,Advanced,Class 6,Nepal Curriculum,Mensuration
1817,Mathematics,What is the HCF of 12 and 18?,6,Basic,Class 6,CDC Nepal,HCF and LCM
1818,Mathematics,Find the simple interest on Rs. 1000 at 5% per annum for 2 years.,Rs. 100,Medium,Class 8,CDC Nepal,Commercial Mathematics
1819,Mathematics,What is the number of sides in a hexagon?,6,Medium,Class 11,Nepal Curriculum,Polygons
1820,Mathematics,Convert 0.75 to a fraction in lowest terms.,03-Apr,Medium,Class 6,CDC Nepal,Fractions and Decimals
1821,Mathematics,What is 63 multiplied by 77?,4851,Basic,Class 12,Nepal Curriculum,Multiplication
1822,Mathematics,What is 12 multiplied by 56?,672,Medium,Class 7,CDC Nepal,Multiplication
1823,Mathematics,Solve for x: 4x + 19 = 39,x = 5,Basic,Class 6,Nepal Curriculum,Linear Equations
1824,Mathematics,What is 38 multiplied by 17?,646,Medium,Class 10,Nepal Curriculum,Multiplication
1825,Mathematics,What is the HCF of 12 and 18?,6,Medium,Class 6,NCERT,HCF and LCM
1826,Mathematics,What is the area of a rectangle with length 13 cm and width 12 cm?,156 cm²,Medium,Class 9,NCERT,Mensuration
1827,Mathematics,What is the sum of 28 and 20?,48,Basic,Class 10,NCERT,Addition
1828,Mathematics,Solve: 3y - 7 = 14,y = 7,Basic,Class 7,Nepal Curriculum,Linear Equations
1829,Mathematics,Solve for x: 5x + 30 = 85,x = 11,Basic,Class 7,NCERT,Linear Equations
1830,Mathematics,What is the HCF of 12 and 18?,6,Basic,Class 6,NCERT,HCF and LCM
1831,Mathematics,What is 64 minus 97?,-33,Advanced,Class 7,CBSE,Subtraction
1832,Mathematics,Solve for x: 4x + 7 = 31,x = 6,Medium,Class 10,CDC Nepal,Linear Equations
1833,Mathematics,Solve for x: 3x + 17 = 23,x = 2,Basic,Class 7,Nepal Curriculum,Linear Equations
1834,Mathematics,What is the Pythagorean theorem?,a² + b² = c²,Advanced,Class 10,CDC Nepal,Triangles
1835,Mathematics,What is the number of sides in a hexagon?,6,Medium,Class 6,CDC Nepal,Polygons
1836,Mathematics,"Find the mean of the numbers 4, 7, 10, 13.",8.5,Advanced,Class 9,Nepal Curriculum,Statistics
1837,Mathematics,Find the sum of interior angles of a triangle.,180 degrees,Basic,Class 7,CBSE,Geometry
1838,Mathematics,Simplify: 2(x + 3) - 4x,-2x + 6,Basic,Class 8,NCERT,Algebra
1839,Mathematics,Find the value of tan 45°.,1,Basic,Class 10,CBSE,Trigonometry
1840,Mathematics,What is the value of sin 30°?,01-Feb,Advanced,Class 10,NCERT,Trigonometry
1841,Mathematics,What is the slope of the line y = 2x + 3?,2,Advanced,Class 11,CDC Nepal,Coordinate Geometry
1842,Mathematics,What is the circumference of a circle with radius 7 cm? (Use π=22/7),44 cm,Basic,Class 7,NCERT,Circles
1843,Mathematics,What is the area of a rectangle with length 8 cm and width 15 cm?,120 cm²,Medium,Class 12,CDC Nepal,Mensuration
1844,Mathematics,Solve for x: 2x + 21 = 55,x = 17,Basic,Class 7,Nepal Curriculum,Linear Equations
1845,Mathematics,What is the value of π approximately to two decimal places?,3.14,Medium,Class 9,NCERT,Circles
1846,Mathematics,What is the HCF of 12 and 18?,6,Advanced,Class 6,NCERT,HCF and LCM
1847,Mathematics,What is the number of sides in a hexagon?,6,Advanced,Class 6,Nepal Curriculum,Polygons
1848,Mathematics,Solve for x: 4x + 14 = 34,x = 5,Basic,Class 7,CBSE,Linear Equations
1849,Mathematics,What is the sum of 88 and 87?,175,Basic,Class 9,Nepal Curriculum,Addition
1850,Mathematics,What is the sum of 49 and 80?,129,Basic,Class 9,CDC Nepal,Addition
1851,Mathematics,What is the circumference of a circle with radius 7 cm? (Use π=22/7),44 cm,Basic,Class 7,CDC Nepal,Circles
1852,Mathematics,What is the slope of the line y = 2x + 3?,2,Medium,Class 11,NCERT,Coordinate Geometry
1853,Mathematics,What is the Pythagorean theorem?,a² + b² = c²,Medium,Class 8,CBSE,Triangles
1854,Mathematics,What is the slope of the line y = 2x + 3?,2,Advanced,Class 9,CDC Nepal,Coordinate Geometry
1855,Mathematics,Simplify: 2(x + 3) - 4x,-2x + 6,Medium,Class 8,Nepal Curriculum,Algebra
1856,Mathematics,Solve for x: 5x + 13 = 83,x = 14,Medium,Class 10,NCERT,Linear Equations
1857,Mathematics,What is the area of a rectangle with length 11 cm and width 3 cm?,33 cm²,Basic,Class 11,Nepal Curriculum,Mensuration
1858,Mathematics,What is the area of a rectangle with length 4 cm and width 6 cm?,24 cm²,Medium,Class 8,CDC Nepal,Mensuration
1859,Mathematics,Solve for x: 5x + 8 = 98,x = 18,Medium,Class 11,NCERT,Linear Equations
1860,Mathematics,Find the sum of interior angles of a triangle.,180 degrees,Medium,Class 7,CDC Nepal,Geometry
1861,Mathematics,What is the circumference of a circle with radius 7 cm? (Use π=22/7),44 cm,Basic,Class 7,CBSE,Circles
1862,Mathematics,What is 68 multiplied by 14?,952,Basic,Class 9,Nepal Curriculum,Multiplication
1863,Mathematics,Solve for x: 5x + 6 = 16,x = 2,Basic,Class 7,CBSE,Linear Equations
1864,Mathematics,What is 12 minus 97?,-85,Basic,Class 9,CBSE,Subtraction
1865,Mathematics,Solve the quadratic equation x² - 5x + 6 = 0,x=2 or x=3,Basic,Class 10,CDC Nepal,Quadratic Equations
1866,Mathematics,What is the area of a rectangle with length 5 cm and width 3 cm?,15 cm²,Medium,Class 6,CDC Nepal,Mensuration
1867,Mathematics,What is 16 minus 21?,-5,Basic,Class 10,CBSE,Subtraction
1868,Mathematics,Solve for x: 5x + 20 = 90,x = 14,Basic,Class 8,Nepal Curriculum,Linear Equations
1869,Mathematics,Convert 0.75 to a fraction in lowest terms.,03-Apr,Medium,Class 9,Nepal Curriculum,Fractions and Decimals
1870,Mathematics,What is the slope of the line y = 2x + 3?,2,Advanced,Class 11,CBSE,Coordinate Geometry
1871,Mathematics,What is 68 minus 28?,40,Advanced,Class 12,CBSE,Subtraction
1872,Mathematics,Solve: 3y - 7 = 14,y = 7,Medium,Class 7,NCERT,Linear Equations
1873,Mathematics,What is the area of a rectangle with length 12 cm and width 4 cm?,48 cm²,Basic,Class 12,NCERT,Mensuration
1874,Mathematics,What is the value of sin 30°?,01-Feb,Medium,Class 10,Nepal Curriculum,Trigonometry
1875,Mathematics,What is the slope of the line y = 2x + 3?,2,Medium,Class 7,NCERT,Coordinate Geometry
1876,Mathematics,"Find the mean of the numbers 4, 7, 10, 13.",8.5,Basic,Class 9,CBSE,Statistics
1877,Mathematics,What is the area of a rectangle with length 10 cm and width 9 cm?,90 cm²,Basic,Class 12,CDC Nepal,Mensuration
1878,Mathematics,Convert 0.75 to a fraction in lowest terms.,03-Apr,Medium,Class 6,CBSE,Fractions and Decimals
1879,Mathematics,Solve the quadratic equation x² - 5x + 6 = 0,x=2 or x=3,Medium,Class 10,CBSE,Quadratic Equations
1880,Mathematics,Find the value of tan 45°.,1,Basic,Class 10,CDC Nepal,Trigonometry
1881,Mathematics,Solve: 3y - 7 = 14,y = 7,Advanced,Class 7,NCERT,Linear Equations
1882,Mathematics,What is the area of a rectangle with length 12 cm and width 9 cm?,108 cm²,Basic,Class 12,NCERT,Mensuration
1883,Mathematics,What is the area of a rectangle with length 11 cm and width 12 cm?,132 cm²,Advanced,Class 12,NCERT,Mensuration
1884,Mathematics,What is 68 minus 80?,-12,Medium,Class 12,NCERT,Subtraction
1885,Mathematics,Find the simple interest on Rs. 1000 at 5% per annum for 2 years.,Rs. 100,Basic,Class 8,CDC Nepal,Commercial Mathematics
1886,Mathematics,What is 57 multiplied by 38?,2166,Advanced,Class 12,CBSE,Multiplication
1887,Mathematics,What is the formula for the volume of a cylinder?,πr²h,Medium,Class 8,CDC Nepal,Mensuration
1888,Mathematics,What is 29 multiplied by 57?,1653,Medium,Class 6,CBSE,Multiplication
1889,Mathematics,What is the slope of the line y = 2x + 3?,2,Medium,Class 11,CDC Nepal,Coordinate Geometry
1890,Mathematics,What is the number of sides in a hexagon?,6,Medium,Class 6,NCERT,Polygons
1891,Mathematics,What is the value of π approximately to two decimal places?,3.14,Medium,Class 10,Nepal Curriculum,Circles
1892,Mathematics,Solve for x: 3x + 21 = 33,x = 4,Basic,Class 8,NCERT,Linear Equations
1893,Mathematics,Solve the quadratic equation x² - 5x + 6 = 0,x=2 or x=3,Medium,Class 12,CBSE,Quadratic Equations
1894,Mathematics,What is the area of a rectangle with length 5 cm and width 3 cm?,15 cm²,Basic,Class 6,NCERT,Mensuration
1895,Mathematics,What is the area of a rectangle with length 11 cm and width 4 cm?,44 cm²,Basic,Class 10,CDC Nepal,Mensuration
1896,Mathematics,What is the HCF of 12 and 18?,6,Medium,Class 6,CBSE,HCF and LCM
1897,Mathematics,What is the number of sides in a hexagon?,6,Basic,Class 6,Nepal Curriculum,Polygons
1898,Mathematics,Solve for x: 2x + 5 = 11,x = 3,Advanced,Class 7,CBSE,Linear Equations
1899,Mathematics,What is the HCF of 12 and 18?,6,Advanced,Class 6,NCERT,HCF and LCM
1900,Mathematics,Find the value of tan 45°.,1,Basic,Class 10,Nepal Curriculum,Trigonometry
1901,Mathematics,Solve the quadratic equation x² - 5x + 6 = 0,x=2 or x=3,Basic,Class 10,CDC Nepal,Quadratic Equations
1902,Mathematics,What is the sum of 12 and 62?,74,Basic,Class 12,CDC Nepal,Addition
1903,Mathematics,Solve for x: 5x + 30 = 85,x = 11,Basic,Class 6,Nepal Curriculum,Linear Equations
1904,Mathematics,What is the smallest prime number?,2,Basic,Class 6,NCERT,Prime Numbers
1905,Mathematics,What is the circumference of a circle with radius 7 cm? (Use π=22/7),44 cm,Medium,Class 7,NCERT,Circles
1906,Mathematics,What is the formula for the volume of a cylinder?,πr²h,Basic,Class 8,NCERT,Mensuration
1907,Mathematics,What is the sum of 56 and 24?,80,Advanced,Class 10,NCERT,Addition
1908,Mathematics,Find the probability of getting heads in a fair coin toss.,01-Feb,Basic,Class 7,CDC Nepal,Probability
1909,Mathematics,Find the simple interest on Rs. 1000 at 5% per annum for 2 years.,Rs. 100,Basic,Class 8,CBSE,Commercial Mathematics
1910,Mathematics,What is the area of a rectangle with length 10 cm and width 9 cm?,90 cm²,Medium,Class 11,CDC Nepal,Mensuration
1911,Mathematics,What is the area of a rectangle with length 14 cm and width 7 cm?,98 cm²,Basic,Class 8,CDC Nepal,Mensuration
1912,Mathematics,What is the slope of the line y = 2x + 3?,2,Medium,Class 11,Nepal Curriculum,Coordinate Geometry
1913,Mathematics,Solve for x: 4x + 24 = 60,x = 9,Medium,Class 9,NCERT,Linear Equations
1914,Mathematics,Solve for x: 5x + 10 = 25,x = 3,Medium,Class 9,NCERT,Linear Equations
1915,Mathematics,Solve for x: 4x + 17 = 85,x = 17,Basic,Class 8,NCERT,Linear Equations
1916,Mathematics,What is the circumference of a circle with radius 7 cm? (Use π=22/7),44 cm,Medium,Class 7,Nepal Curriculum,Circles
1917,Mathematics,What is the area of a rectangle with length 5 cm and width 3 cm?,15 cm²,Basic,Class 6,CBSE,Mensuration
1918,Mathematics,What is the circumference of a circle with radius 7 cm? (Use π=22/7),44 cm,Basic,Class 7,CBSE,Circles
1919,Mathematics,Solve for x: 3x + 22 = 55,x = 11,Medium,Class 11,NCERT,Linear Equations
1920,Mathematics,Find the value of tan 45°.,1,Basic,Class 10,Nepal Curriculum,Trigonometry
1921,Mathematics,What is the formula for the volume of a cylinder?,πr²h,Advanced,Class 8,NCERT,Mensuration
1922,Mathematics,Solve for x: 3x + 11 = 44,x = 11,Medium,Class 11,NCERT,Linear Equations
1923,Mathematics,Solve for x: 5x + 10 = 30,x = 4,Medium,Class 9,CBSE,Linear Equations
1924,Mathematics,Solve for x: 2x + 19 = 57,x = 19,Basic,Class 7,CBSE,Linear Equations
1925,Mathematics,What is the value of π approximately to two decimal places?,3.14,Basic,Class 9,NCERT,Circles
1926,Mathematics,What is the smallest prime number?,2,Basic,Class 6,NCERT,Prime Numbers
1927,Mathematics,Solve for x: 5x + 7 = 67,x = 12,Medium,Class 9,CBSE,Linear Equations
1928,Mathematics,What is the area of a rectangle with length 10 cm and width 10 cm?,100 cm²,Medium,Class 6,NCERT,Mensuration
1929,Mathematics,What is the sum of 11 and 27?,38,Basic,Class 10,CBSE,Addition
1930,Mathematics,What is 34 multiplied by 57?,1938,Medium,Class 11,NCERT,Multiplication
1931,Mathematics,Solve for x: 2x + 5 = 11,x = 3,Basic,Class 12,NCERT,Linear Equations
1932,Mathematics,Simplify: 2(x + 3) - 4x,-2x + 6,Basic,Class 8,CBSE,Algebra
1933,Mathematics,What is the area of a rectangle with length 5 cm and width 12 cm?,60 cm²,Medium,Class 12,CDC Nepal,Mensuration
1934,Mathematics,What is the circumference of a circle with radius 7 cm? (Use π=22/7),44 cm,Basic,Class 7,CDC Nepal,Circles
1935,Mathematics,What is the area of a rectangle with length 13 cm and width 10 cm?,130 cm²,Basic,Class 11,CBSE,Mensuration
1936,Mathematics,Find the simple interest on Rs. 1000 at 5% per annum for 2 years.,Rs. 100,Basic,Class 8,CBSE,Commercial Mathematics
1937,Mathematics,What is the area of a rectangle with length 6 cm and width 13 cm?,78 cm²,Basic,Class 11,Nepal Curriculum,Mensuration
1938,Mathematics,What is 95 minus 37?,58,Medium,Class 6,CDC Nepal,Subtraction
1939,Mathematics,Find the sum of interior angles of a triangle.,180 degrees,Medium,Class 7,CBSE,Geometry
1940,Mathematics,What is the area of a rectangle with length 11 cm and width 4 cm?,44 cm²,Advanced,Class 8,Nepal Curriculum,Mensuration
1941,Mathematics,"Find the mean of the numbers 4, 7, 10, 13.",8.5,Medium,Class 9,Nepal Curriculum,Statistics
1942,Mathematics,Solve for x: 2x + 9 = 29,x = 10,Basic,Class 7,CDC Nepal,Linear Equations
1943,Mathematics,What is 68 minus 33?,35,Basic,Class 11,NCERT,Subtraction
1944,Mathematics,Solve for x: 2x + 16 = 52,x = 18,Medium,Class 10,CDC Nepal,Linear Equations
1945,Mathematics,What is the value of π approximately to two decimal places?,3.14,Advanced,Class 9,CBSE,Circles
1946,Mathematics,What is the formula for the volume of a cylinder?,πr²h,Medium,Class 8,NCERT,Mensuration
1947,Mathematics,Solve for x: 3x + 24 = 63,x = 13,Medium,Class 11,CBSE,Linear Equations
1948,Mathematics,What is the sum of 16 and 92?,108,Advanced,Class 9,NCERT,Addition
1949,Mathematics,Solve for x: 2x + 5 = 11,x = 3,Basic,Class 7,CBSE,Linear Equations
1950,Mathematics,Convert 0.75 to a fraction in lowest terms.,03-Apr,Basic,Class 6,NCERT,Fractions and Decimals
1951,Mathematics,Solve for x: 3x + 28 = 40,x = 4,Medium,Class 11,CBSE,Linear Equations
1952,Mathematics,What is the area of a rectangle with length 14 cm and width 12 cm?,168 cm²,Basic,Class 7,CBSE,Mensuration
1953,Mathematics,What is the area of a rectangle with length 14 cm and width 6 cm?,84 cm²,Basic,Class 6,Nepal Curriculum,Mensuration
1954,Mathematics,What is the area of a rectangle with length 5 cm and width 3 cm?,15 cm²,Basic,Class 6,CBSE,Mensuration
1955,Mathematics,Solve for x: 3x + 13 = 16,x = 1,Basic,Class 7,NCERT,Linear Equations
1956,Mathematics,What is the smallest prime number?,2,Advanced,Class 6,CDC Nepal,Prime Numbers
1957,Mathematics,What is 12 multiplied by 82?,984,Basic,Class 9,CBSE,Multiplication
1958,Mathematics,Find the sum of interior angles of a triangle.,180 degrees,Advanced,Class 10,NCERT,Geometry
1959,Mathematics,What is the circumference of a circle with radius 7 cm? (Use π=22/7),44 cm,Advanced,Class 9,NCERT,Circles
1960,Mathematics,What is the value of π approximately to two decimal places?,3.14,Advanced,Class 9,Nepal Curriculum,Circles
1961,Mathematics,Find the sum of interior angles of a triangle.,180 degrees,Advanced,Class 7,Nepal Curriculum,Geometry
1962,Mathematics,Find the value of tan 45°.,1,Advanced,Class 10,CDC Nepal,Trigonometry
1963,Mathematics,What is the circumference of a circle with radius 7 cm? (Use π=22/7),44 cm,Basic,Class 11,NCERT,Circles
1964,Mathematics,What is the area of a rectangle with length 6 cm and width 12 cm?,72 cm²,Basic,Class 12,CDC Nepal,Mensuration
1965,Mathematics,Solve for x: 2x + 28 = 60,x = 16,Medium,Class 10,CDC Nepal,Linear Equations
1966,Mathematics,What is the value of sin 30°?,01-Feb,Advanced,Class 10,NCERT,Trigonometry
1967,Mathematics,What is the area of a rectangle with length 5 cm and width 3 cm?,15 cm²,Medium,Class 6,CDC Nepal,Mensuration
1968,Mathematics,What is the Pythagorean theorem?,a² + b² = c²,Basic,Class 9,CDC Nepal,Triangles
1969,Mathematics,What is the area of a rectangle with length 13 cm and width 4 cm?,52 cm²,Advanced,Class 7,Nepal Curriculum,Mensuration
1970,Mathematics,What is the sum of 98 and 52?,150,Advanced,Class 11,NCERT,Addition
1971,Mathematics,What is the area of a rectangle with length 15 cm and width 11 cm?,165 cm²,Advanced,Class 9,CDC Nepal,Mensuration
1972,Mathematics,Solve for x: 2x + 15 = 23,x = 4,Basic,Class 7,Nepal Curriculum,Linear Equations
1973,Mathematics,What is 50 multiplied by 58?,2900,Advanced,Class 6,NCERT,Multiplication
1974,Mathematics,What is the slope of the line y = 2x + 3?,2,Advanced,Class 11,CDC Nepal,Coordinate Geometry
1975,Mathematics,What is the area of a rectangle with length 12 cm and width 12 cm?,144 cm²,Medium,Class 8,Nepal Curriculum,Mensuration
1976,Mathematics,What is the smallest prime number?,2,Advanced,Class 6,CDC Nepal,Prime Numbers
1977,Mathematics,Simplify: 2(x + 3) - 4x,-2x + 6,Basic,Class 8,CDC Nepal,Algebra
1978,Mathematics,Simplify: 2(x + 3) - 4x,-2x + 6,Basic,Class 8,NCERT,Algebra
1979,Mathematics,Solve for x: 5x + 25 = 120,x = 19,Basic,Class 8,Nepal Curriculum,Linear Equations
1980,Mathematics,What is the circumference of a circle with radius 7 cm? (Use π=22/7),44 cm,Medium,Class 11,Nepal Curriculum,Circles
1981,Mathematics,What is the area of a rectangle with length 3 cm and width 15 cm?,45 cm²,Advanced,Class 7,Nepal Curriculum,Mensuration
1982,Mathematics,Solve the quadratic equation x² - 5x + 6 = 0,x=2 or x=3,Medium,Class 11,NCERT,Quadratic Equations
1983,Mathematics,What is the value of π approximately to two decimal places?,3.14,Medium,Class 8,CDC Nepal,Circles
1984,Mathematics,Simplify: 2(x + 3) - 4x,-2x + 6,Medium,Class 8,Nepal Curriculum,Algebra
1985,Mathematics,What is 84 multiplied by 16?,1344,Medium,Class 10,CBSE,Multiplication
1986,Mathematics,Solve for x: 4x + 9 = 73,x = 16,Basic,Class 7,Nepal Curriculum,Linear Equations
1987,Mathematics,What is the value of sin 30°?,01-Feb,Advanced,Class 10,NCERT,Trigonometry
1988,Mathematics,What is the slope of the line y = 2x + 3?,2,Basic,Class 11,Nepal Curriculum,Coordinate Geometry
1989,Mathematics,Solve: 3y - 7 = 14,y = 7,Advanced,Class 7,Nepal Curriculum,Linear Equations
1990,Mathematics,What is 16 multiplied by 25?,400,Medium,Class 6,CBSE,Multiplication
1991,Mathematics,What is 25 minus 40?,-15,Advanced,Class 7,CDC Nepal,Subtraction
1992,Mathematics,Find the value of tan 45°.,1,Basic,Class 10,CDC Nepal,Trigonometry
